통계연월,통계시도명,통계시군구명,장애유형,장애등급,등록장애인수
201512,서울특별시,용산구,정신,3급,236
201512,서울특별시,용산구,심장,3급,15
201512,서울특별시,용산구,호흡기,3급,32
201512,서울특별시,용산구,간,3급,2
201512,서울특별시,용산구,안면,3급,2
201512,서울특별시,용산구,장루.요루,3급,6
201512,서울특별시,용산구,뇌전증,3급,3
201512,서울특별시,용산구,지체,4급,902
201512,서울특별시,용산구,시각,4급,53
201512,서울특별시,용산구,청각,4급,200
201512,서울특별시,용산구,언어,4급,26
201512,서울특별시,용산구,뇌병변,4급,113
201512,서울특별시,용산구,신장,4급,2
201512,서울특별시,용산구,간,4급,3
201512,서울특별시,용산구,안면,4급,6
201512,서울특별시,용산구,장루.요루,4급,34
201512,서울특별시,용산구,뇌전증,4급,11
201512,서울특별시,용산구,지체,5급,1240
201512,서울특별시,용산구,시각,5급,91
201512,서울특별시,용산구,청각,5급,217
201512,서울특별시,용산구,뇌병변,5급,98
201512,서울특별시,용산구,신장,5급,52
201512,서울특별시,용산구,심장,5급,3
201512,서울특별시,용산구,간,5급,38
201512,서울특별시,용산구,장루.요루,5급,22
201512,서울특별시,용산구,뇌전증,5급,3
201512,서울특별시,용산구,지체,6급,1224
201512,서울특별시,용산구,시각,6급,668
201512,서울특별시,용산구,청각,6급,153
201512,서울특별시,용산구,뇌병변,6급,93
201512,서울특별시,성동구,지체,1급,108
201512,서울특별시,성동구,시각,1급,142
201512,서울특별시,성동구,청각,1급,22
201512,서울특별시,성동구,지적,1급,149
201512,서울특별시,성동구,뇌병변,1급,236
201512,서울특별시,성동구,자폐성,1급,52
201512,서울특별시,성동구,정신,1급,11
201512,서울특별시,성동구,신장,1급,15
201512,서울특별시,성동구,심장,1급,1
201512,서울특별시,성동구,호흡기,1급,13
201512,서울특별시,성동구,간,1급,2
201512,서울특별시,성동구,지체,2급,265
201512,서울특별시,성동구,시각,2급,26
201512,서울특별시,성동구,청각,2급,199
201512,서울특별시,성동구,언어,2급,8
201512,서울특별시,성동구,지적,2급,202
201512,서울특별시,성동구,뇌병변,2급,270
201512,서울특별시,성동구,자폐성,2급,51
201512,서울특별시,성동구,정신,2급,115
201512,서울특별시,성동구,신장,2급,294
201512,서울특별시,성동구,심장,2급,6
201512,서울특별시,성동구,호흡기,2급,27
201512,서울특별시,성동구,간,2급,5
201512,서울특별시,성동구,안면,2급,2
201512,서울특별시,성동구,장루.요루,2급,1
201512,서울특별시,성동구,뇌전증,2급,1
201512,서울특별시,성동구,지체,3급,691
201512,서울특별시,성동구,시각,3급,44
201512,서울특별시,성동구,청각,3급,171
201512,서울특별시,성동구,언어,3급,35
201512,서울특별시,성동구,지적,3급,286
201512,서울특별시,성동구,뇌병변,3급,276
201512,서울특별시,성동구,자폐성,3급,23
201512,서울특별시,성동구,정신,3급,301
201512,서울특별시,성동구,심장,3급,35
201512,서울특별시,성동구,호흡기,3급,46
201512,서울특별시,성동구,간,3급,5
201512,서울특별시,성동구,안면,3급,2
201512,서울특별시,성동구,장루.요루,3급,7
201512,서울특별시,성동구,뇌전증,3급,8
201512,서울특별시,성동구,지체,4급,1311
201512,서울특별시,성동구,시각,4급,50
201512,서울특별시,성동구,청각,4급,252
201512,서울특별시,성동구,언어,4급,53
201512,서울특별시,성동구,뇌병변,4급,186
201512,서울특별시,성동구,신장,4급,1
201512,서울특별시,성동구,간,4급,4
201512,서울특별시,성동구,안면,4급,8
201512,서울특별시,성동구,장루.요루,4급,54
201512,서울특별시,성동구,뇌전증,4급,19
201512,서울특별시,성동구,지체,5급,1861
201512,서울특별시,성동구,시각,5급,121
201512,서울특별시,성동구,청각,5급,312
201512,서울특별시,성동구,언어,5급,1
201512,서울특별시,성동구,뇌병변,5급,152
201512,서울특별시,성동구,신장,5급,95
201512,서울특별시,성동구,심장,5급,4
201512,서울특별시,성동구,간,5급,63
201512,서울특별시,성동구,안면,5급,1
201512,서울특별시,성동구,장루.요루,5급,29
201512,서울특별시,성동구,뇌전증,5급,6
201512,서울특별시,성동구,지체,6급,1845
201512,서울특별시,성동구,시각,6급,841
201512,서울특별시,성동구,청각,6급,193
201512,서울특별시,성동구,뇌병변,6급,158
201512,서울특별시,광진구,지체,1급,154
201512,서울특별시,광진구,시각,1급,149
201512,서울특별시,광진구,청각,1급,29
201512,서울특별시,광진구,언어,1급,1
201512,서울특별시,광진구,지적,1급,199
201512,서울특별시,광진구,뇌병변,1급,278
201512,서울특별시,광진구,자폐성,1급,65
201512,서울특별시,광진구,정신,1급,11
201512,서울특별시,광진구,신장,1급,27
201512,서울특별시,광진구,호흡기,1급,8
201512,서울특별시,광진구,간,1급,4
201512,서울특별시,광진구,안면,1급,1
201512,서울특별시,광진구,뇌전증,1급,2
201512,서울특별시,광진구,지체,2급,257
201512,서울특별시,광진구,시각,2급,31
201512,서울특별시,광진구,청각,2급,177
201512,서울특별시,광진구,언어,2급,4
201512,서울특별시,광진구,지적,2급,272
201512,서울특별시,광진구,뇌병변,2급,276
201512,서울특별시,광진구,자폐성,2급,44
201512,서울특별시,광진구,정신,2급,114
201512,서울특별시,광진구,신장,2급,359
201512,서울특별시,광진구,심장,2급,4
201512,서울특별시,광진구,호흡기,2급,16
201512,서울특별시,광진구,간,2급,3
201512,서울특별시,광진구,안면,2급,1
201512,서울특별시,광진구,뇌전증,2급,4
201512,서울특별시,광진구,지체,3급,701
201512,서울특별시,광진구,시각,3급,62
201512,서울특별시,광진구,청각,3급,174
201512,서울특별시,광진구,언어,3급,34
201512,서울특별시,광진구,지적,3급,295
201512,서울특별시,광진구,뇌병변,3급,314
201512,서울특별시,광진구,자폐성,3급,25
201512,서울특별시,광진구,정신,3급,389
201512,서울특별시,광진구,신장,3급,1
201512,서울특별시,광진구,심장,3급,34
201512,서울특별시,광진구,호흡기,3급,32
201512,서울특별시,광진구,간,3급,3
201512,서울특별시,광진구,안면,3급,3
201512,서울특별시,광진구,장루.요루,3급,9
201512,서울특별시,광진구,뇌전증,3급,8
201512,서울특별시,광진구,지체,4급,1213
201512,서울특별시,광진구,시각,4급,69
201512,서울특별시,광진구,청각,4급,301
201512,서울특별시,광진구,언어,4급,43
201512,서울특별시,광진구,뇌병변,4급,161
201512,서울특별시,광진구,신장,4급,2
201512,서울특별시,광진구,간,4급,2
201512,서울특별시,광진구,안면,4급,2
201512,서울특별시,광진구,장루.요루,4급,60
201512,서울특별시,광진구,뇌전증,4급,32
201512,서울특별시,광진구,지체,5급,1909
201512,서울특별시,광진구,시각,5급,114
201512,서울특별시,광진구,청각,5급,339
201512,서울특별시,광진구,뇌병변,5급,158
201512,서울특별시,광진구,신장,5급,116
201512,서울특별시,광진구,심장,5급,6
201512,서울특별시,광진구,간,5급,49
201512,서울특별시,광진구,장루.요루,5급,32
201512,서울특별시,광진구,뇌전증,5급,6
201512,서울특별시,광진구,지체,6급,2041
201512,서울특별시,광진구,시각,6급,916
201512,서울특별시,광진구,청각,6급,219
201512,서울특별시,광진구,뇌병변,6급,130
201512,서울특별시,동대문구,지체,1급,168
201512,서울특별시,동대문구,시각,1급,197
201512,서울특별시,동대문구,청각,1급,26
201512,서울특별시,동대문구,지적,1급,217
201512,서울특별시,동대문구,뇌병변,1급,325
201512,서울특별시,동대문구,자폐성,1급,44
201512,서울특별시,동대문구,정신,1급,12
201512,서울특별시,동대문구,신장,1급,35
201512,서울특별시,동대문구,심장,1급,1
201512,서울특별시,동대문구,호흡기,1급,12
201512,서울특별시,동대문구,간,1급,5
201512,서울특별시,동대문구,지체,2급,378
201512,서울특별시,동대문구,시각,2급,41
201512,서울특별시,동대문구,청각,2급,229
201512,서울특별시,동대문구,언어,2급,15
201512,서울특별시,동대문구,지적,2급,232
201512,서울특별시,동대문구,뇌병변,2급,348
201512,서울특별시,동대문구,자폐성,2급,59
201512,서울특별시,동대문구,정신,2급,162
201512,서울특별시,동대문구,신장,2급,402
201512,서울특별시,동대문구,심장,2급,6
201512,서울특별시,동대문구,호흡기,2급,31
201512,서울특별시,동대문구,간,2급,8
201512,서울특별시,동대문구,안면,2급,5
201512,서울특별시,동대문구,장루.요루,2급,1
201512,서울특별시,동대문구,뇌전증,2급,5
201512,서울특별시,동대문구,지체,3급,933
201512,서울특별시,동대문구,시각,3급,79
201512,서울특별시,동대문구,청각,3급,234
201512,서울특별시,동대문구,언어,3급,44
201512,서울특별시,동대문구,지적,3급,376
201512,서울특별시,동대문구,뇌병변,3급,429
201512,서울특별시,동대문구,자폐성,3급,22
201512,서울특별시,동대문구,정신,3급,459
201512,서울특별시,동대문구,신장,3급,1
201512,서울특별시,동대문구,심장,3급,49
201512,서울특별시,동대문구,호흡기,3급,48
201512,서울특별시,동대문구,간,3급,4
201512,서울특별시,동대문구,안면,3급,4
201512,서울특별시,동대문구,장루.요루,3급,6
201512,서울특별시,동대문구,뇌전증,3급,8
201512,서울특별시,동대문구,지체,4급,1738
201512,서울특별시,동대문구,시각,4급,104
201512,서울특별시,동대문구,청각,4급,361
201512,서울특별시,동대문구,언어,4급,50
201512,서울특별시,동대문구,뇌병변,4급,218
201512,서울특별시,동대문구,신장,4급,5
201512,서울특별시,동대문구,심장,4급,1
201512,서울특별시,동대문구,간,4급,1
201512,서울특별시,동대문구,안면,4급,9
201512,서울특별시,동대문구,장루.요루,4급,69
201512,서울특별시,동대문구,뇌전증,4급,36
201512,서울특별시,동대문구,지체,5급,2445
201512,서울특별시,동대문구,시각,5급,147
201512,서울특별시,동대문구,청각,5급,462
201512,서울특별시,동대문구,뇌병변,5급,192
201512,서울특별시,동대문구,신장,5급,118
201512,서울특별시,동대문구,심장,5급,5
201512,서울특별시,동대문구,호흡기,5급,1
201512,서울특별시,동대문구,간,5급,56
201512,서울특별시,동대문구,안면,5급,2
201512,서울특별시,동대문구,장루.요루,5급,38
201512,서울특별시,동대문구,뇌전증,5급,10
201512,서울특별시,동대문구,지체,6급,2752
201512,서울특별시,동대문구,시각,6급,1059
201512,서울특별시,동대문구,청각,6급,271
201512,서울특별시,동대문구,뇌병변,6급,169
201512,서울특별시,중랑구,지체,1급,285
201512,서울특별시,중랑구,시각,1급,247
201512,서울특별시,중랑구,청각,1급,28
201512,서울특별시,중랑구,지적,1급,275
201512,서울특별시,중랑구,뇌병변,1급,451
201512,서울특별시,중랑구,자폐성,1급,89
201512,서울특별시,중랑구,정신,1급,21
201512,서울특별시,중랑구,신장,1급,43
201512,서울특별시,중랑구,심장,1급,1
201512,서울특별시,중랑구,호흡기,1급,15
201512,서울특별시,중랑구,간,1급,3
201512,서울특별시,중랑구,안면,1급,2
201512,서울특별시,중랑구,뇌전증,1급,1
201512,서울특별시,중랑구,지체,2급,565
201512,서울특별시,중랑구,시각,2급,35
201512,서울특별시,중랑구,청각,2급,346
201512,서울특별시,중랑구,언어,2급,17
201512,서울특별시,중랑구,지적,2급,391
201512,서울특별시,중랑구,뇌병변,2급,427
201512,서울특별시,중랑구,자폐성,2급,65
201512,서울특별시,중랑구,정신,2급,213
201512,서울특별시,중랑구,신장,2급,463
201512,서울특별시,중랑구,심장,2급,9
201512,서울특별시,중랑구,호흡기,2급,36
201512,서울특별시,중랑구,간,2급,6
201512,서울특별시,중랑구,안면,2급,1
201512,서울특별시,중랑구,뇌전증,2급,6
201512,서울특별시,중랑구,지체,3급,1223
201512,서울특별시,중랑구,시각,3급,81
201512,서울특별시,중랑구,청각,3급,279
201512,서울특별시,중랑구,언어,3급,57
201512,서울특별시,중랑구,지적,3급,513
201512,서울특별시,중랑구,뇌병변,3급,473
201512,서울특별시,중랑구,자폐성,3급,25
201512,서울특별시,중랑구,정신,3급,578
201512,서울특별시,중랑구,심장,3급,49
201512,서울특별시,중랑구,호흡기,3급,68
201512,서울특별시,중랑구,간,3급,11
201512,서울특별시,중랑구,안면,3급,7
201512,서울특별시,중랑구,장루.요루,3급,9
201512,서울특별시,중랑구,뇌전증,3급,14
201512,서울특별시,중랑구,지체,4급,2117
201512,서울특별시,중랑구,시각,4급,93
201512,서울특별시,중랑구,청각,4급,390
201512,서울특별시,중랑구,언어,4급,63
201512,서울특별시,중랑구,뇌병변,4급,264
201512,서울특별시,중랑구,신장,4급,7
201512,서울특별시,중랑구,간,4급,2
201512,서울특별시,중랑구,안면,4급,14
201512,서울특별시,중랑구,장루.요루,4급,83
201512,서울특별시,중랑구,뇌전증,4급,51
201512,서울특별시,중랑구,지체,5급,3047
201512,서울특별시,중랑구,시각,5급,158
201512,서울특별시,중랑구,청각,5급,473
201512,서울특별시,중랑구,뇌병변,5급,220
201512,서울특별시,중랑구,신장,5급,139
201512,서울특별시,중랑구,심장,5급,7
201512,서울특별시,중랑구,간,5급,68
201512,서울특별시,중랑구,장루.요루,5급,46
201512,서울특별시,중랑구,뇌전증,5급,14
201512,서울특별시,중랑구,지체,6급,3382
201512,서울특별시,중랑구,시각,6급,1414
201512,서울특별시,중랑구,청각,6급,284
201512,서울특별시,중랑구,뇌병변,6급,232
201512,서울특별시,성북구,지체,1급,215
201512,서울특별시,성북구,시각,1급,274
201512,서울특별시,성북구,청각,1급,39
201512,서울특별시,성북구,언어,1급,1
201512,서울특별시,성북구,지적,1급,260
201512,서울특별시,성북구,뇌병변,1급,494
201512,서울특별시,성북구,자폐성,1급,63
201512,서울특별시,성북구,정신,1급,24
201512,서울특별시,성북구,신장,1급,28
201512,서울특별시,성북구,심장,1급,3
201512,서울특별시,성북구,호흡기,1급,11
201512,서울특별시,성북구,간,1급,1
201512,서울특별시,성북구,뇌전증,1급,2
201512,서울특별시,성북구,지체,2급,398
201512,서울특별시,성북구,시각,2급,61
201512,서울특별시,성북구,청각,2급,289
201512,서울특별시,성북구,언어,2급,11
201512,서울특별시,성북구,지적,2급,320
201512,서울특별시,성북구,뇌병변,2급,405
201512,서울특별시,성북구,자폐성,2급,61
201512,서울특별시,성북구,정신,2급,136
201512,서울특별시,성북구,신장,2급,499
201512,서울특별시,성북구,심장,2급,10
201512,서울특별시,성북구,호흡기,2급,28
201512,서울특별시,성북구,간,2급,3
201512,서울특별시,성북구,안면,2급,5
201512,서울특별시,성북구,장루.요루,2급,1
201512,서울특별시,성북구,뇌전증,2급,1
201512,서울특별시,성북구,지체,3급,981
201512,서울특별시,성북구,시각,3급,70
201512,서울특별시,성북구,청각,3급,249
201512,서울특별시,성북구,언어,3급,66
201512,서울특별시,성북구,지적,3급,408
201512,서울특별시,성북구,뇌병변,3급,444
201512,서울특별시,성북구,자폐성,3급,32
201512,서울특별시,성북구,정신,3급,479
201512,서울특별시,성북구,심장,3급,26
201512,서울특별시,성북구,호흡기,3급,52
201512,서울특별시,성북구,간,3급,2
201512,서울특별시,성북구,안면,3급,2
201512,서울특별시,성북구,장루.요루,3급,9
201512,서울특별시,성북구,뇌전증,3급,8
201512,서울특별시,성북구,지체,4급,1861
201512,서울특별시,성북구,시각,4급,90
201512,서울특별시,성북구,청각,4급,377
201512,서울특별시,성북구,언어,4급,74
201512,서울특별시,성북구,뇌병변,4급,259
201512,서울특별시,성북구,신장,4급,4
201512,서울특별시,성북구,심장,4급,2
201512,서울특별시,성북구,간,4급,2
201512,서울특별시,성북구,안면,4급,10
201512,서울특별시,성북구,장루.요루,4급,76
201512,서울특별시,성북구,뇌전증,4급,29
201512,서울특별시,성북구,지체,5급,2799
201512,서울특별시,성북구,시각,5급,131
201512,서울특별시,성북구,청각,5급,490
201512,서울특별시,성북구,뇌병변,5급,224
201512,서울특별시,성북구,신장,5급,179
201512,서울특별시,성북구,심장,5급,4
201512,서울특별시,성북구,호흡기,5급,2
201512,서울특별시,성북구,간,5급,90
201512,서울특별시,성북구,장루.요루,5급,46
201512,서울특별시,성북구,뇌전증,5급,6
201512,서울특별시,성북구,지체,6급,2974
201512,서울특별시,성북구,시각,6급,1348
201512,서울특별시,성북구,청각,6급,370
201512,서울특별시,성북구,뇌병변,6급,187
201512,서울특별시,강북구,지체,1급,245
201512,서울특별시,강북구,시각,1급,357
201512,서울특별시,강북구,청각,1급,69
201512,서울특별시,강북구,언어,1급,1
201512,서울특별시,강북구,지적,1급,275
201512,서울특별시,강북구,뇌병변,1급,412
201512,서울특별시,강북구,자폐성,1급,52
201512,서울특별시,강북구,정신,1급,11
201512,서울특별시,강북구,신장,1급,40
201512,서울특별시,강북구,호흡기,1급,13
201512,서울특별시,강북구,간,1급,1
201512,서울특별시,강북구,뇌전증,1급,1
201512,서울특별시,강북구,지체,2급,483
201512,서울특별시,강북구,시각,2급,50
201512,서울특별시,강북구,청각,2급,320
201512,서울특별시,강북구,언어,2급,10
201512,서울특별시,강북구,지적,2급,365
201512,서울특별시,강북구,뇌병변,2급,401
201512,서울특별시,강북구,자폐성,2급,44
201512,서울특별시,강북구,정신,2급,171
201512,서울특별시,강북구,신장,2급,470
201512,서울특별시,강북구,심장,2급,4
201512,서울특별시,강북구,호흡기,2급,25
201512,서울특별시,강북구,간,2급,5
201512,서울특별시,강북구,안면,2급,4
201512,서울특별시,강북구,뇌전증,2급,4
201512,서울특별시,강북구,지체,3급,945
201512,서울특별시,강북구,시각,3급,83
201512,서울특별시,강북구,청각,3급,270
201512,서울특별시,강북구,언어,3급,43
201512,서울특별시,강북구,지적,3급,433
201512,서울특별시,강북구,뇌병변,3급,409
201512,서울특별시,강북구,자폐성,3급,19
201512,서울특별시,강북구,정신,3급,508
201512,서울특별시,강북구,신장,3급,1
201512,서울특별시,강북구,심장,3급,23
201512,서울특별시,강북구,호흡기,3급,60
201512,서울특별시,강북구,간,3급,8
201512,서울특별시,강북구,안면,3급,2
201512,서울특별시,강북구,장루.요루,3급,8
201512,서울특별시,강북구,뇌전증,3급,10
201512,서울특별시,강북구,지체,4급,1702
201512,서울특별시,강북구,시각,4급,91
201512,서울특별시,강북구,청각,4급,383
201512,서울특별시,강북구,언어,4급,75
201512,서울특별시,강북구,뇌병변,4급,227
201512,서울특별시,강북구,신장,4급,5
201512,서울특별시,강북구,심장,4급,1
201512,서울특별시,강북구,간,4급,2
201512,서울특별시,강북구,안면,4급,6
201512,서울특별시,강북구,장루.요루,4급,76
201512,서울특별시,강북구,뇌전증,4급,34
201512,서울특별시,강북구,지체,5급,2518
201512,서울특별시,강북구,시각,5급,154
201512,서울특별시,강북구,청각,5급,447
201512,서울특별시,강북구,뇌병변,5급,197
201512,서울특별시,강북구,신장,5급,113
201512,서울특별시,강북구,심장,5급,5
201512,서울특별시,강북구,호흡기,5급,1
201512,서울특별시,강북구,간,5급,58
201512,서울특별시,강북구,안면,5급,1
201512,서울특별시,강북구,장루.요루,5급,47
201512,서울특별시,강북구,뇌전증,5급,9
201512,서울특별시,강북구,지체,6급,2622
201512,서울특별시,강북구,시각,6급,1274
201512,서울특별시,강북구,청각,6급,346
201512,서울특별시,강북구,뇌병변,6급,194
201512,서울특별시,도봉구,지체,1급,194
201512,서울특별시,도봉구,시각,1급,264
201512,서울특별시,도봉구,청각,1급,36
201512,서울특별시,도봉구,언어,1급,2
201512,서울특별시,도봉구,지적,1급,247
201512,서울특별시,도봉구,뇌병변,1급,390
201512,서울특별시,도봉구,자폐성,1급,60
201512,서울특별시,도봉구,정신,1급,8
201512,서울특별시,도봉구,신장,1급,27
201512,서울특별시,도봉구,심장,1급,1
201512,서울특별시,도봉구,호흡기,1급,11
201512,서울특별시,도봉구,간,1급,5
201512,서울특별시,도봉구,안면,1급,2
201512,서울특별시,도봉구,뇌전증,1급,1
201512,서울특별시,도봉구,지체,2급,327
201512,서울특별시,도봉구,시각,2급,43
201512,서울특별시,도봉구,청각,2급,253
201512,서울특별시,도봉구,언어,2급,8
201512,서울특별시,도봉구,지적,2급,310
201512,서울특별시,도봉구,뇌병변,2급,367
201512,서울특별시,도봉구,자폐성,2급,44
201512,서울특별시,도봉구,정신,2급,158
201512,서울특별시,도봉구,신장,2급,391
201512,서울특별시,도봉구,심장,2급,6
201512,서울특별시,도봉구,호흡기,2급,23
201512,서울특별시,도봉구,간,2급,3
201512,서울특별시,도봉구,안면,2급,5
201512,서울특별시,도봉구,뇌전증,2급,2
201512,서울특별시,도봉구,지체,3급,784
201512,서울특별시,도봉구,시각,3급,54
201512,서울특별시,도봉구,청각,3급,197
201512,서울특별시,도봉구,언어,3급,44
201512,서울특별시,도봉구,지적,3급,381
201512,서울특별시,도봉구,뇌병변,3급,389
201512,서울특별시,도봉구,자폐성,3급,23
201512,서울특별시,도봉구,정신,3급,439
201512,서울특별시,도봉구,신장,3급,1
201512,서울특별시,도봉구,심장,3급,38
201512,서울특별시,도봉구,호흡기,3급,46
201512,서울특별시,도봉구,간,3급,2
201512,서울특별시,도봉구,안면,3급,5
201512,서울특별시,도봉구,장루.요루,3급,1
201512,서울특별시,도봉구,뇌전증,3급,7
201512,서울특별시,도봉구,지체,4급,1379
201512,서울특별시,도봉구,시각,4급,84
201512,서울특별시,도봉구,청각,4급,323
201512,서울특별시,도봉구,언어,4급,48
201512,서울특별시,도봉구,뇌병변,4급,227
201512,서울특별시,도봉구,신장,4급,1
201512,서울특별시,도봉구,안면,4급,10
201512,서울특별시,도봉구,장루.요루,4급,80
201512,서울특별시,도봉구,뇌전증,4급,16
201512,서울특별시,도봉구,지체,5급,2188
201512,서울특별시,도봉구,시각,5급,111
201512,서울특별시,도봉구,청각,5급,420
