통계연월,통계시도명,통계시군구명,장애유형,장애등급,등록장애인수
201712,서울특별시,종로구,간,5급,34
201712,서울특별시,종로구,안면,5급,1
201712,서울특별시,종로구,장루.요루,5급,12
201712,서울특별시,종로구,뇌전증,5급,4
201712,서울특별시,종로구,지체,6급,833
201712,서울특별시,종로구,시각,6급,435
201712,서울특별시,종로구,청각,6급,120
201712,서울특별시,종로구,뇌병변,6급,72
201712,서울특별시,중구,지체,1급,62
201712,서울특별시,중구,시각,1급,151
201712,서울특별시,중구,청각,1급,6
201712,서울특별시,중구,지적,1급,77
201712,서울특별시,중구,뇌병변,1급,121
201712,서울특별시,중구,자폐성,1급,26
201712,서울특별시,중구,정신,1급,4
201712,서울특별시,중구,신장,1급,12
201712,서울특별시,중구,호흡기,1급,3
201712,서울특별시,중구,간,1급,2
201712,서울특별시,중구,안면,1급,2
201712,서울특별시,중구,지체,2급,124
201712,서울특별시,중구,시각,2급,16
201712,서울특별시,중구,청각,2급,119
201712,서울특별시,중구,언어,2급,2
201712,서울특별시,중구,지적,2급,101
201712,서울특별시,중구,뇌병변,2급,132
201712,서울특별시,중구,자폐성,2급,12
201712,서울특별시,중구,정신,2급,49
201712,서울특별시,중구,신장,2급,162
201712,서울특별시,중구,심장,2급,2
201712,서울특별시,중구,호흡기,2급,9
201712,서울특별시,중구,간,2급,1
201712,서울특별시,중구,지체,3급,322
201712,서울특별시,중구,시각,3급,32
201712,서울특별시,중구,청각,3급,77
201712,서울특별시,중구,언어,3급,18
201712,서울특별시,중구,지적,3급,144
201712,서울특별시,중구,뇌병변,3급,99
201712,서울특별시,중구,자폐성,3급,13
201712,서울특별시,중구,정신,3급,181
201712,서울특별시,중구,심장,3급,11
201712,서울특별시,중구,호흡기,3급,13
201712,서울특별시,중구,간,3급,1
201712,서울특별시,중구,안면,3급,2
201712,서울특별시,중구,장루.요루,3급,4
201712,서울특별시,중구,뇌전증,3급,6
201712,서울특별시,중구,지체,4급,599
201712,서울특별시,중구,시각,4급,35
201712,서울특별시,중구,청각,4급,172
201712,서울특별시,중구,언어,4급,12
201712,서울특별시,중구,뇌병변,4급,72
201712,서울특별시,중구,신장,4급,3
201712,서울특별시,중구,안면,4급,2
201712,서울특별시,중구,장루.요루,4급,27
201712,서울특별시,중구,뇌전증,4급,11
201712,서울특별시,중구,지체,5급,803
201712,서울특별시,중구,시각,5급,48
201712,서울특별시,중구,청각,5급,169
201712,서울특별시,중구,뇌병변,5급,82
201712,서울특별시,중구,신장,5급,41
201712,서울특별시,중구,심장,5급,1
201712,서울특별시,중구,간,5급,27
201712,서울특별시,중구,장루.요루,5급,12
201712,서울특별시,중구,뇌전증,5급,8
201712,서울특별시,중구,지체,6급,822
201712,서울특별시,중구,시각,6급,452
201712,서울특별시,중구,청각,6급,101
201712,서울특별시,중구,뇌병변,6급,77
201712,서울특별시,용산구,지체,1급,93
201712,서울특별시,용산구,시각,1급,141
201712,서울특별시,용산구,청각,1급,21
201712,서울특별시,용산구,언어,1급,2
201712,서울특별시,용산구,지적,1급,108
201712,서울특별시,용산구,뇌병변,1급,214
201712,서울특별시,용산구,자폐성,1급,38
201712,서울특별시,용산구,정신,1급,6
201712,서울특별시,용산구,신장,1급,14
201712,서울특별시,용산구,호흡기,1급,9
201712,서울특별시,용산구,간,1급,1
201712,서울특별시,용산구,지체,2급,172
201712,서울특별시,용산구,시각,2급,18
201712,서울특별시,용산구,청각,2급,136
201712,서울특별시,용산구,언어,2급,5
201712,서울특별시,용산구,지적,2급,161
201712,서울특별시,용산구,뇌병변,2급,156
201712,서울특별시,용산구,자폐성,2급,39
201712,서울특별시,용산구,정신,2급,56
201712,서울특별시,용산구,신장,2급,233
201712,서울특별시,용산구,호흡기,2급,13
201712,서울특별시,용산구,간,2급,3
201712,서울특별시,용산구,안면,2급,1
201712,서울특별시,용산구,뇌전증,2급,3
201712,서울특별시,용산구,지체,3급,404
201712,서울특별시,용산구,시각,3급,31
201712,서울특별시,용산구,청각,3급,125
201712,서울특별시,용산구,언어,3급,28
201712,서울특별시,용산구,지적,3급,237
201712,서울특별시,용산구,뇌병변,3급,169
201712,서울특별시,용산구,자폐성,3급,13
201712,서울특별시,용산구,정신,3급,235
201712,서울특별시,용산구,심장,3급,17
201712,서울특별시,용산구,호흡기,3급,25
201712,서울특별시,용산구,간,3급,3
201712,서울특별시,용산구,안면,3급,2
201712,서울특별시,용산구,장루.요루,3급,6
201712,서울특별시,용산구,뇌전증,3급,1
201712,서울특별시,용산구,지체,4급,832
201712,서울특별시,용산구,시각,4급,58
201712,서울특별시,용산구,청각,4급,226
201712,서울특별시,용산구,언어,4급,34
201712,서울특별시,용산구,뇌병변,4급,108
201712,서울특별시,용산구,신장,4급,3
201712,서울특별시,용산구,간,4급,5
201712,서울특별시,용산구,안면,4급,5
201712,서울특별시,용산구,장루.요루,4급,47
201712,서울특별시,용산구,뇌전증,4급,13
201712,서울특별시,용산구,지체,5급,1136
201712,서울특별시,용산구,시각,5급,82
201712,서울특별시,용산구,청각,5급,279
201712,서울특별시,용산구,뇌병변,5급,105
201712,서울특별시,용산구,신장,5급,70
201712,서울특별시,용산구,심장,5급,2
201712,서울특별시,용산구,간,5급,51
201712,서울특별시,용산구,장루.요루,5급,21
201712,서울특별시,용산구,뇌전증,5급,3
201712,서울특별시,용산구,지체,6급,1169
201712,서울특별시,용산구,시각,6급,657
201712,서울특별시,용산구,청각,6급,163
201712,서울특별시,용산구,뇌병변,6급,108
201712,서울특별시,성동구,지체,1급,114
201712,서울특별시,성동구,시각,1급,148
201712,서울특별시,성동구,청각,1급,22
201712,서울특별시,성동구,지적,1급,146
201712,서울특별시,성동구,뇌병변,1급,250
201712,서울특별시,성동구,자폐성,1급,58
201712,서울특별시,성동구,정신,1급,10
201712,서울특별시,성동구,신장,1급,24
201712,서울특별시,성동구,호흡기,1급,16
201712,서울특별시,성동구,간,1급,1
201712,서울특별시,성동구,안면,1급,1
201712,서울특별시,성동구,지체,2급,226
201712,서울특별시,성동구,시각,2급,23
201712,서울특별시,성동구,청각,2급,189
201712,서울특별시,성동구,언어,2급,7
201712,서울특별시,성동구,지적,2급,223
201712,서울특별시,성동구,뇌병변,2급,250
201712,서울특별시,성동구,자폐성,2급,65
201712,서울특별시,성동구,정신,2급,110
201712,서울특별시,성동구,신장,2급,310
201712,서울특별시,성동구,심장,2급,6
201712,서울특별시,성동구,호흡기,2급,22
201712,서울특별시,성동구,간,2급,3
201712,서울특별시,성동구,안면,2급,3
201712,서울특별시,성동구,장루.요루,2급,1
201712,서울특별시,성동구,뇌전증,2급,1
201712,서울특별시,성동구,지체,3급,659
201712,서울특별시,성동구,시각,3급,45
201712,서울특별시,성동구,청각,3급,163
201712,서울특별시,성동구,언어,3급,39
201712,서울특별시,성동구,지적,3급,305
201712,서울특별시,성동구,뇌병변,3급,267
201712,서울특별시,성동구,자폐성,3급,28
201712,서울특별시,성동구,정신,3급,336
201712,서울특별시,성동구,심장,3급,27
201712,서울특별시,성동구,호흡기,3급,53
201712,서울특별시,성동구,간,3급,5
201712,서울특별시,성동구,안면,3급,2
201712,서울특별시,성동구,장루.요루,3급,6
201712,서울특별시,성동구,뇌전증,3급,10
201712,서울특별시,성동구,지체,4급,1223
201712,서울특별시,성동구,시각,4급,58
201712,서울특별시,성동구,청각,4급,310
201712,서울특별시,성동구,언어,4급,63
201712,서울특별시,성동구,뇌병변,4급,183
201712,서울특별시,성동구,신장,4급,2
201712,서울특별시,성동구,간,4급,5
201712,서울특별시,성동구,안면,4급,7
201712,서울특별시,성동구,장루.요루,4급,62
201712,서울특별시,성동구,뇌전증,4급,22
201712,서울특별시,성동구,지체,5급,1798
201712,서울특별시,성동구,시각,5급,115
201712,서울특별시,성동구,청각,5급,378
201712,서울특별시,성동구,언어,5급,1
201712,서울특별시,성동구,뇌병변,5급,162
201712,서울특별시,성동구,신장,5급,108
201712,서울특별시,성동구,심장,5급,5
201712,서울특별시,성동구,호흡기,5급,2
201712,서울특별시,성동구,간,5급,70
201712,서울특별시,성동구,안면,5급,1
201712,서울특별시,성동구,장루.요루,5급,27
201712,서울특별시,성동구,뇌전증,5급,10
201712,서울특별시,성동구,지체,6급,1808
201712,서울특별시,성동구,시각,6급,813
201712,서울특별시,성동구,청각,6급,210
201712,서울특별시,성동구,뇌병변,6급,153
201712,서울특별시,광진구,지체,1급,144
201712,서울특별시,광진구,시각,1급,152
201712,서울특별시,광진구,청각,1급,24
201712,서울특별시,광진구,언어,1급,1
201712,서울특별시,광진구,지적,1급,196
201712,서울특별시,광진구,뇌병변,1급,250
201712,서울특별시,광진구,자폐성,1급,66
201712,서울특별시,광진구,정신,1급,9
201712,서울특별시,광진구,신장,1급,24
201712,서울특별시,광진구,호흡기,1급,7
201712,서울특별시,광진구,간,1급,5
201712,서울특별시,광진구,지체,2급,245
201712,서울특별시,광진구,시각,2급,28
201712,서울특별시,광진구,청각,2급,172
201712,서울특별시,광진구,언어,2급,8
201712,서울특별시,광진구,지적,2급,279
201712,서울특별시,광진구,뇌병변,2급,241
201712,서울특별시,광진구,자폐성,2급,58
201712,서울특별시,광진구,정신,2급,113
201712,서울특별시,광진구,신장,2급,402
201712,서울특별시,광진구,심장,2급,5
201712,서울특별시,광진구,호흡기,2급,21
201712,서울특별시,광진구,간,2급,3
201712,서울특별시,광진구,안면,2급,1
201712,서울특별시,광진구,장루.요루,2급,1
201712,서울특별시,광진구,뇌전증,2급,3
201712,서울특별시,광진구,지체,3급,668
201712,서울특별시,광진구,시각,3급,56
201712,서울특별시,광진구,청각,3급,179
201712,서울특별시,광진구,언어,3급,44
201712,서울특별시,광진구,지적,3급,315
201712,서울특별시,광진구,뇌병변,3급,311
201712,서울특별시,광진구,자폐성,3급,24
201712,서울특별시,광진구,정신,3급,399
201712,서울특별시,광진구,신장,3급,1
201712,서울특별시,광진구,심장,3급,27
201712,서울특별시,광진구,호흡기,3급,30
201712,서울특별시,광진구,간,3급,3
201712,서울특별시,광진구,안면,3급,4
201712,서울특별시,광진구,장루.요루,3급,8
201712,서울특별시,광진구,뇌전증,3급,4
201712,서울특별시,광진구,지체,4급,1166
201712,서울특별시,광진구,시각,4급,73
201712,서울특별시,광진구,청각,4급,373
201712,서울특별시,광진구,언어,4급,50
201712,서울특별시,광진구,뇌병변,4급,167
201712,서울특별시,광진구,신장,4급,3
201712,서울특별시,광진구,간,4급,2
201712,서울특별시,광진구,안면,4급,4
201712,서울특별시,광진구,장루.요루,4급,72
201712,서울특별시,광진구,뇌전증,4급,30
201712,서울특별시,광진구,지체,5급,1818
201712,서울특별시,광진구,시각,5급,112
201712,서울특별시,광진구,청각,5급,423
201712,서울특별시,광진구,뇌병변,5급,182
201712,서울특별시,광진구,신장,5급,129
201712,서울특별시,광진구,심장,5급,6
201712,서울특별시,광진구,간,5급,59
201712,서울특별시,광진구,안면,5급,1
201712,서울특별시,광진구,장루.요루,5급,22
201712,서울특별시,광진구,뇌전증,5급,9
201712,서울특별시,광진구,지체,6급,1985
201712,서울특별시,광진구,시각,6급,903
201712,서울특별시,광진구,청각,6급,238
201712,서울특별시,광진구,뇌병변,6급,156
201712,서울특별시,동대문구,지체,1급,161
201712,서울특별시,동대문구,시각,1급,187
201712,서울특별시,동대문구,청각,1급,25
201712,서울특별시,동대문구,지적,1급,211
201712,서울특별시,동대문구,뇌병변,1급,327
201712,서울특별시,동대문구,자폐성,1급,45
201712,서울특별시,동대문구,정신,1급,11
201712,서울특별시,동대문구,신장,1급,28
201712,서울특별시,동대문구,심장,1급,1
201712,서울특별시,동대문구,호흡기,1급,13
201712,서울특별시,동대문구,간,1급,6
201712,서울특별시,동대문구,뇌전증,1급,1
201712,서울특별시,동대문구,지체,2급,347
201712,서울특별시,동대문구,시각,2급,42
201712,서울특별시,동대문구,청각,2급,240
201712,서울특별시,동대문구,언어,2급,17
201712,서울특별시,동대문구,지적,2급,242
201712,서울특별시,동대문구,뇌병변,2급,333
201712,서울특별시,동대문구,자폐성,2급,65
201712,서울특별시,동대문구,정신,2급,137
201712,서울특별시,동대문구,신장,2급,433
201712,서울특별시,동대문구,심장,2급,2
201712,서울특별시,동대문구,호흡기,2급,29
201712,서울특별시,동대문구,간,2급,6
201712,서울특별시,동대문구,안면,2급,3
201712,서울특별시,동대문구,장루.요루,2급,1
201712,서울특별시,동대문구,뇌전증,2급,3
201712,서울특별시,동대문구,지체,3급,883
201712,서울특별시,동대문구,시각,3급,64
201712,서울특별시,동대문구,청각,3급,249
201712,서울특별시,동대문구,언어,3급,52
201712,서울특별시,동대문구,지적,3급,398
201712,서울특별시,동대문구,뇌병변,3급,391
201712,서울특별시,동대문구,자폐성,3급,24
201712,서울특별시,동대문구,정신,3급,498
201712,서울특별시,동대문구,심장,3급,44
201712,서울특별시,동대문구,호흡기,3급,47
201712,서울특별시,동대문구,간,3급,2
201712,서울특별시,동대문구,안면,3급,3
201712,서울특별시,동대문구,장루.요루,3급,5
201712,서울특별시,동대문구,뇌전증,3급,6
201712,서울특별시,동대문구,지체,4급,1672
201712,서울특별시,동대문구,시각,4급,92
201712,서울특별시,동대문구,청각,4급,409
201712,서울특별시,동대문구,언어,4급,50
201712,서울특별시,동대문구,뇌병변,4급,220
201712,서울특별시,동대문구,신장,4급,6
201712,서울특별시,동대문구,간,4급,1
201712,서울특별시,동대문구,안면,4급,10
201712,서울특별시,동대문구,장루.요루,4급,74
201712,서울특별시,동대문구,뇌전증,4급,34
201712,서울특별시,동대문구,지체,5급,2329
201712,서울특별시,동대문구,시각,5급,142
201712,서울특별시,동대문구,청각,5급,603
201712,서울특별시,동대문구,뇌병변,5급,186
201712,서울특별시,동대문구,신장,5급,131
201712,서울특별시,동대문구,심장,5급,5
201712,서울특별시,동대문구,호흡기,5급,1
201712,서울특별시,동대문구,간,5급,70
201712,서울특별시,동대문구,안면,5급,3
201712,서울특별시,동대문구,장루.요루,5급,27
201712,서울특별시,동대문구,뇌전증,5급,10
201712,서울특별시,동대문구,지체,6급,2658
201712,서울특별시,동대문구,시각,6급,1066
201712,서울특별시,동대문구,청각,6급,313
201712,서울특별시,동대문구,뇌병변,6급,199
201712,서울특별시,중랑구,지체,1급,268
201712,서울특별시,중랑구,시각,1급,261
201712,서울특별시,중랑구,청각,1급,35
201712,서울특별시,중랑구,지적,1급,268
201712,서울특별시,중랑구,뇌병변,1급,456
201712,서울특별시,중랑구,자폐성,1급,95
201712,서울특별시,중랑구,정신,1급,17
201712,서울특별시,중랑구,신장,1급,48
201712,서울특별시,중랑구,호흡기,1급,19
201712,서울특별시,중랑구,안면,1급,2
201712,서울특별시,중랑구,지체,2급,511
201712,서울특별시,중랑구,시각,2급,40
201712,서울특별시,중랑구,청각,2급,316
201712,서울특별시,중랑구,언어,2급,16
201712,서울특별시,중랑구,지적,2급,417
201712,서울특별시,중랑구,뇌병변,2급,430
201712,서울특별시,중랑구,자폐성,2급,66
201712,서울특별시,중랑구,정신,2급,202
201712,서울특별시,중랑구,신장,2급,544
201712,서울특별시,중랑구,심장,2급,6
201712,서울특별시,중랑구,호흡기,2급,31
201712,서울특별시,중랑구,간,2급,4
201712,서울특별시,중랑구,뇌전증,2급,6
201712,서울특별시,중랑구,지체,3급,1167
201712,서울특별시,중랑구,시각,3급,92
201712,서울특별시,중랑구,청각,3급,289
201712,서울특별시,중랑구,언어,3급,64
201712,서울특별시,중랑구,지적,3급,534
201712,서울특별시,중랑구,뇌병변,3급,461
201712,서울특별시,중랑구,자폐성,3급,31
201712,서울특별시,중랑구,정신,3급,637
201712,서울특별시,중랑구,심장,3급,38
201712,서울특별시,중랑구,호흡기,3급,75
201712,서울특별시,중랑구,간,3급,10
201712,서울특별시,중랑구,안면,3급,5
201712,서울특별시,중랑구,장루.요루,3급,11
201712,서울특별시,중랑구,뇌전증,3급,11
201712,서울특별시,중랑구,지체,4급,2003
201712,서울특별시,중랑구,시각,4급,86
201712,서울특별시,중랑구,청각,4급,459
201712,서울특별시,중랑구,언어,4급,75
201712,서울특별시,중랑구,뇌병변,4급,279
201712,서울특별시,중랑구,신장,4급,6
201712,서울특별시,중랑구,심장,4급,1
201712,서울특별시,중랑구,간,4급,4
201712,서울특별시,중랑구,안면,4급,8
201712,서울특별시,중랑구,장루.요루,4급,92
201712,서울특별시,중랑구,뇌전증,4급,47
201712,서울특별시,중랑구,지체,5급,2881
201712,서울특별시,중랑구,시각,5급,161
201712,서울특별시,중랑구,청각,5급,615
201712,서울특별시,중랑구,뇌병변,5급,229
201712,서울특별시,중랑구,신장,5급,153
201712,서울특별시,중랑구,심장,5급,9
201712,서울특별시,중랑구,간,5급,74
201712,서울특별시,중랑구,안면,5급,2
201712,서울특별시,중랑구,장루.요루,5급,39
201712,서울특별시,중랑구,뇌전증,5급,13
201712,서울특별시,중랑구,지체,6급,3356
201712,서울특별시,중랑구,시각,6급,1410
201712,서울특별시,중랑구,청각,6급,302
201712,서울특별시,중랑구,뇌병변,6급,247
201712,서울특별시,성북구,지체,1급,201
201712,서울특별시,성북구,시각,1급,273
201712,서울특별시,성북구,청각,1급,40
201712,서울특별시,성북구,언어,1급,1
201712,서울특별시,성북구,지적,1급,246
201712,서울특별시,성북구,뇌병변,1급,457
201712,서울특별시,성북구,자폐성,1급,65
201712,서울특별시,성북구,정신,1급,17
201712,서울특별시,성북구,신장,1급,30
201712,서울특별시,성북구,심장,1급,3
201712,서울특별시,성북구,호흡기,1급,11
201712,서울특별시,성북구,간,1급,1
201712,서울특별시,성북구,뇌전증,1급,1
201712,서울특별시,성북구,지체,2급,356
201712,서울특별시,성북구,시각,2급,56
201712,서울특별시,성북구,청각,2급,274
201712,서울특별시,성북구,언어,2급,9
201712,서울특별시,성북구,지적,2급,334
201712,서울특별시,성북구,뇌병변,2급,369
201712,서울특별시,성북구,자폐성,2급,79
201712,서울특별시,성북구,정신,2급,123
201712,서울특별시,성북구,신장,2급,514
201712,서울특별시,성북구,심장,2급,4
201712,서울특별시,성북구,호흡기,2급,28
201712,서울특별시,성북구,간,2급,3
201712,서울특별시,성북구,안면,2급,5
201712,서울특별시,성북구,장루.요루,2급,2
201712,서울특별시,성북구,뇌전증,2급,2
201712,서울특별시,성북구,지체,3급,938
201712,서울특별시,성북구,시각,3급,60
201712,서울특별시,성북구,청각,3급,231
201712,서울특별시,성북구,언어,3급,63
201712,서울특별시,성북구,지적,3급,425
201712,서울특별시,성북구,뇌병변,3급,424
201712,서울특별시,성북구,자폐성,3급,33
201712,서울특별시,성북구,정신,3급,500
201712,서울특별시,성북구,심장,3급,19
201712,서울특별시,성북구,호흡기,3급,49
201712,서울특별시,성북구,간,3급,3
201712,서울특별시,성북구,안면,3급,3
201712,서울특별시,성북구,장루.요루,3급,8
201712,서울특별시,성북구,뇌전증,3급,4
201712,서울특별시,성북구,지체,4급,1687
201712,서울특별시,성북구,시각,4급,89
201712,서울특별시,성북구,청각,4급,451
201712,서울특별시,성북구,언어,4급,81
201712,서울특별시,성북구,뇌병변,4급,259
201712,서울특별시,성북구,신장,4급,7
201712,서울특별시,성북구,심장,4급,1
201712,서울특별시,성북구,간,4급,3
201712,서울특별시,성북구,안면,4급,10
201712,서울특별시,성북구,장루.요루,4급,84
201712,서울특별시,성북구,뇌전증,4급,29
201712,서울특별시,성북구,지체,5급,2541
201712,서울특별시,성북구,시각,5급,129
201712,서울특별시,성북구,청각,5급,609
201712,서울특별시,성북구,뇌병변,5급,257
201712,서울특별시,성북구,신장,5급,189
201712,서울특별시,성북구,심장,5급,5
201712,서울특별시,성북구,호흡기,5급,2
201712,서울특별시,성북구,간,5급,101
201712,서울특별시,성북구,장루.요루,5급,30
201712,서울특별시,성북구,뇌전증,5급,9
201712,서울특별시,성북구,지체,6급,2809
201712,서울특별시,성북구,시각,6급,1285
201712,서울특별시,성북구,청각,6급,380
201712,서울특별시,성북구,뇌병변,6급,218
201712,서울특별시,강북구,지체,1급,237
201712,서울특별시,강북구,시각,1급,377
201712,서울특별시,강북구,청각,1급,60
201712,서울특별시,강북구,언어,1급,1
201712,서울특별시,강북구,지적,1급,297
201712,서울특별시,강북구,뇌병변,1급,392
201712,서울특별시,강북구,자폐성,1급,54
201712,서울특별시,강북구,정신,1급,10
201712,서울특별시,강북구,신장,1급,41
201712,서울특별시,강북구,호흡기,1급,13
201712,서울특별시,강북구,간,1급,1
201712,서울특별시,강북구,뇌전증,1급,1
201712,서울특별시,강북구,지체,2급,442
201712,서울특별시,강북구,시각,2급,50
201712,서울특별시,강북구,청각,2급,316
201712,서울특별시,강북구,언어,2급,13
201712,서울특별시,강북구,지적,2급,399
201712,서울특별시,강북구,뇌병변,2급,377
201712,서울특별시,강북구,자폐성,2급,60
201712,서울특별시,강북구,정신,2급,166
201712,서울특별시,강북구,신장,2급,515
201712,서울특별시,강북구,심장,2급,8
201712,서울특별시,강북구,호흡기,2급,28
201712,서울특별시,강북구,간,2급,1
201712,서울특별시,강북구,안면,2급,3
201712,서울특별시,강북구,뇌전증,2급,2
201712,서울특별시,강북구,지체,3급,926
201712,서울특별시,강북구,시각,3급,85
201712,서울특별시,강북구,청각,3급,266
201712,서울특별시,강북구,언어,3급,46
201712,서울특별시,강북구,지적,3급,453
201712,서울특별시,강북구,뇌병변,3급,393
201712,서울특별시,강북구,자폐성,3급,21
201712,서울특별시,강북구,정신,3급,539
201712,서울특별시,강북구,신장,3급,1
201712,서울특별시,강북구,심장,3급,23
201712,서울특별시,강북구,호흡기,3급,55
201712,서울특별시,강북구,간,3급,4
201712,서울특별시,강북구,안면,3급,2
201712,서울특별시,강북구,장루.요루,3급,7
201712,서울특별시,강북구,뇌전증,3급,6
201712,서울특별시,강북구,지체,4급,1616
201712,서울특별시,강북구,시각,4급,95
201712,서울특별시,강북구,청각,4급,481
201712,서울특별시,강북구,언어,4급,82
201712,서울특별시,강북구,뇌병변,4급,231
201712,서울특별시,강북구,신장,4급,5
201712,서울특별시,강북구,심장,4급,1
201712,서울특별시,강북구,간,4급,3
201712,서울특별시,강북구,안면,4급,6
201712,서울특별시,강북구,장루.요루,4급,72
201712,서울특별시,강북구,뇌전증,4급,29
201712,서울특별시,강북구,지체,5급,2402
201712,서울특별시,강북구,시각,5급,150
201712,서울특별시,강북구,청각,5급,573
201712,서울특별시,강북구,뇌병변,5급,211
201712,서울특별시,강북구,신장,5급,120
201712,서울특별시,강북구,심장,5급,7
201712,서울특별시,강북구,호흡기,5급,3
201712,서울특별시,강북구,간,5급,71
201712,서울특별시,강북구,안면,5급,1
201712,서울특별시,강북구,장루.요루,5급,43
201712,서울특별시,강북구,뇌전증,5급,8
201712,서울특별시,강북구,지체,6급,2641
201712,서울특별시,강북구,시각,6급,1249
201712,서울특별시,강북구,청각,6급,369
201712,서울특별시,강북구,뇌병변,6급,217
201712,서울특별시,도봉구,지체,1급,193
201712,서울특별시,도봉구,시각,1급,264
201712,서울특별시,도봉구,청각,1급,37
201712,서울특별시,도봉구,지적,1급,260
201712,서울특별시,도봉구,뇌병변,1급,412
201712,서울특별시,도봉구,자폐성,1급,72
201712,서울특별시,도봉구,정신,1급,8
201712,서울특별시,도봉구,신장,1급,33
201712,서울특별시,도봉구,심장,1급,1
201712,서울특별시,도봉구,호흡기,1급,6
201712,서울특별시,도봉구,간,1급,4
201712,서울특별시,도봉구,안면,1급,2
201712,서울특별시,도봉구,뇌전증,1급,1
201712,서울특별시,도봉구,지체,2급,308
201712,서울특별시,도봉구,시각,2급,41
201712,서울특별시,도봉구,청각,2급,263
201712,서울특별시,도봉구,언어,2급,4
201712,서울특별시,도봉구,지적,2급,318
201712,서울특별시,도봉구,뇌병변,2급,337
201712,서울특별시,도봉구,자폐성,2급,59
201712,서울특별시,도봉구,정신,2급,132
201712,서울특별시,도봉구,신장,2급,443
201712,서울특별시,도봉구,심장,2급,2
201712,서울특별시,도봉구,호흡기,2급,19
201712,서울특별시,도봉구,간,2급,2
201712,서울특별시,도봉구,안면,2급,6
201712,서울특별시,도봉구,뇌전증,2급,2
201712,서울특별시,도봉구,지체,3급,775
201712,서울특별시,도봉구,시각,3급,63
201712,서울특별시,도봉구,청각,3급,208
201712,서울특별시,도봉구,언어,3급,39
201712,서울특별시,도봉구,지적,3급,433
201712,서울특별시,도봉구,뇌병변,3급,362
201712,서울특별시,도봉구,자폐성,3급,26
201712,서울특별시,도봉구,정신,3급,473
201712,서울특별시,도봉구,신장,3급,1
201712,서울특별시,도봉구,심장,3급,34
201712,서울특별시,도봉구,호흡기,3급,40
201712,서울특별시,도봉구,간,3급,2
201712,서울특별시,도봉구,안면,3급,5
201712,서울특별시,도봉구,장루.요루,3급,5
201712,서울특별시,도봉구,뇌전증,3급,7
201712,서울특별시,도봉구,지체,4급,1322
201712,서울특별시,도봉구,시각,4급,76
201712,서울특별시,도봉구,청각,4급,412
201712,서울특별시,도봉구,언어,4급,56
201712,서울특별시,도봉구,뇌병변,4급,228
201712,서울특별시,도봉구,신장,4급,2
201712,서울특별시,도봉구,안면,4급,7
201712,서울특별시,도봉구,장루.요루,4급,83
201712,서울특별시,도봉구,뇌전증,4급,17
201712,서울특별시,도봉구,지체,5급,2159
201712,서울특별시,도봉구,시각,5급,104
201712,서울특별시,도봉구,청각,5급,567
201712,서울특별시,도봉구,뇌병변,5급,215
201712,서울특별시,도봉구,신장,5급,117
201712,서울특별시,도봉구,심장,5급,6
201712,서울특별시,도봉구,호흡기,5급,1
