통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202212,서울특별시,용산구,간,심하지 않은 장애,69
202212,서울특별시,용산구,안면,심하지 않은 장애,4
202212,서울특별시,용산구,장루.요루,심하지 않은 장애,66
202212,서울특별시,용산구,뇌전증,심하지 않은 장애,15
202212,서울특별시,성동구,지체,심한 장애,804
202212,서울특별시,성동구,시각,심한 장애,199
202212,서울특별시,성동구,청각,심한 장애,325
202212,서울특별시,성동구,언어,심한 장애,43
202212,서울특별시,성동구,지적,심한 장애,702
202212,서울특별시,성동구,뇌병변,심한 장애,601
202212,서울특별시,성동구,자폐성,심한 장애,211
202212,서울특별시,성동구,정신,심한 장애,397
202212,서울특별시,성동구,신장,심한 장애,369
202212,서울특별시,성동구,심장,심한 장애,27
202212,서울특별시,성동구,호흡기,심한 장애,80
202212,서울특별시,성동구,간,심한 장애,2
202212,서울특별시,성동구,안면,심한 장애,6
202212,서울특별시,성동구,장루.요루,심한 장애,6
202212,서울특별시,성동구,뇌전증,심한 장애,8
202212,서울특별시,성동구,지체,심하지 않은 장애,4062
202212,서울특별시,성동구,시각,심하지 않은 장애,909
202212,서울특별시,성동구,청각,심하지 않은 장애,1396
202212,서울특별시,성동구,언어,심하지 않은 장애,58
202212,서울특별시,성동구,뇌병변,심하지 않은 장애,518
202212,서울특별시,성동구,정신,심하지 않은 장애,3
202212,서울특별시,성동구,신장,심하지 않은 장애,126
202212,서울특별시,성동구,심장,심하지 않은 장애,4
202212,서울특별시,성동구,호흡기,심하지 않은 장애,2
202212,서울특별시,성동구,간,심하지 않은 장애,88
202212,서울특별시,성동구,안면,심하지 않은 장애,6
202212,서울특별시,성동구,장루.요루,심하지 않은 장애,88
202212,서울특별시,성동구,뇌전증,심하지 않은 장애,33
202212,서울특별시,광진구,지체,심한 장애,904
202212,서울특별시,광진구,시각,심한 장애,230
202212,서울특별시,광진구,청각,심한 장애,336
202212,서울특별시,광진구,언어,심한 장애,43
202212,서울특별시,광진구,지적,심한 장애,803
202212,서울특별시,광진구,뇌병변,심한 장애,642
202212,서울특별시,광진구,자폐성,심한 장애,210
202212,서울특별시,광진구,정신,심한 장애,514
202212,서울특별시,광진구,신장,심한 장애,461
202212,서울특별시,광진구,심장,심한 장애,27
202212,서울특별시,광진구,호흡기,심한 장애,54
202212,서울특별시,광진구,간,심한 장애,4
202212,서울특별시,광진구,안면,심한 장애,6
202212,서울특별시,광진구,장루.요루,심한 장애,13
202212,서울특별시,광진구,뇌전증,심한 장애,13
202212,서울특별시,광진구,지체,심하지 않은 장애,4389
202212,서울특별시,광진구,시각,심하지 않은 장애,1070
202212,서울특별시,광진구,청각,심하지 않은 장애,1508
202212,서울특별시,광진구,언어,심하지 않은 장애,47
202212,서울특별시,광진구,뇌병변,심하지 않은 장애,513
202212,서울특별시,광진구,정신,심하지 않은 장애,3
202212,서울특별시,광진구,신장,심하지 않은 장애,144
202212,서울특별시,광진구,심장,심하지 않은 장애,5
202212,서울특별시,광진구,호흡기,심하지 않은 장애,3
202212,서울특별시,광진구,간,심하지 않은 장애,61
202212,서울특별시,광진구,안면,심하지 않은 장애,3
202212,서울특별시,광진구,장루.요루,심하지 않은 장애,102
202212,서울특별시,광진구,뇌전증,심하지 않은 장애,34
202212,서울특별시,동대문구,지체,심한 장애,1190
202212,서울특별시,동대문구,시각,심한 장애,261
202212,서울특별시,동대문구,청각,심한 장애,444
202212,서울특별시,동대문구,언어,심한 장애,72
202212,서울특별시,동대문구,지적,심한 장애,913
202212,서울특별시,동대문구,뇌병변,심한 장애,858
202212,서울특별시,동대문구,자폐성,심한 장애,193
202212,서울특별시,동대문구,정신,심한 장애,634
202212,서울특별시,동대문구,신장,심한 장애,532
202212,서울특별시,동대문구,심장,심한 장애,26
202212,서울특별시,동대문구,호흡기,심한 장애,74
202212,서울특별시,동대문구,간,심한 장애,10
202212,서울특별시,동대문구,안면,심한 장애,4
202212,서울특별시,동대문구,장루.요루,심한 장애,8
202212,서울특별시,동대문구,뇌전증,심한 장애,13
202212,서울특별시,동대문구,지체,심하지 않은 장애,5738
202212,서울특별시,동대문구,시각,심하지 않은 장애,1217
202212,서울특별시,동대문구,청각,심하지 않은 장애,2046
202212,서울특별시,동대문구,언어,심하지 않은 장애,69
202212,서울특별시,동대문구,뇌병변,심하지 않은 장애,664
202212,서울특별시,동대문구,정신,심하지 않은 장애,7
202212,서울특별시,동대문구,신장,심하지 않은 장애,180
202212,서울특별시,동대문구,심장,심하지 않은 장애,8
202212,서울특별시,동대문구,호흡기,심하지 않은 장애,1
202212,서울특별시,동대문구,간,심하지 않은 장애,97
202212,서울특별시,동대문구,안면,심하지 않은 장애,14
202212,서울특별시,동대문구,장루.요루,심하지 않은 장애,106
202212,서울특별시,동대문구,뇌전증,심하지 않은 장애,29
202212,서울특별시,중랑구,지체,심한 장애,1719
202212,서울특별시,중랑구,시각,심한 장애,379
202212,서울특별시,중랑구,청각,심한 장애,580
202212,서울특별시,중랑구,언어,심한 장애,100
202212,서울특별시,중랑구,지적,심한 장애,1345
202212,서울특별시,중랑구,뇌병변,심한 장애,1185
202212,서울특별시,중랑구,자폐성,심한 장애,275
202212,서울특별시,중랑구,정신,심한 장애,862
202212,서울특별시,중랑구,신장,심한 장애,787
202212,서울특별시,중랑구,심장,심한 장애,38
202212,서울특별시,중랑구,호흡기,심한 장애,137
202212,서울특별시,중랑구,간,심한 장애,8
202212,서울특별시,중랑구,안면,심한 장애,4
202212,서울특별시,중랑구,장루.요루,심한 장애,18
202212,서울특별시,중랑구,뇌전증,심한 장애,12
202212,서울특별시,중랑구,지체,심하지 않은 장애,7476
202212,서울특별시,중랑구,시각,심하지 않은 장애,1702
202212,서울특별시,중랑구,청각,심하지 않은 장애,2050
202212,서울특별시,중랑구,언어,심하지 않은 장애,81
202212,서울특별시,중랑구,뇌병변,심하지 않은 장애,872
202212,서울특별시,중랑구,정신,심하지 않은 장애,6
202212,서울특별시,중랑구,신장,심하지 않은 장애,215
202212,서울특별시,중랑구,심장,심하지 않은 장애,12
202212,서울특별시,중랑구,호흡기,심하지 않은 장애,2
202212,서울특별시,중랑구,간,심하지 않은 장애,94
202212,서울특별시,중랑구,안면,심하지 않은 장애,10
202212,서울특별시,중랑구,장루.요루,심하지 않은 장애,144
202212,서울특별시,중랑구,뇌전증,심하지 않은 장애,60
202212,서울특별시,성북구,지체,심한 장애,1312
202212,서울특별시,성북구,시각,심한 장애,406
202212,서울특별시,성북구,청각,심한 장애,503
202212,서울특별시,성북구,언어,심한 장애,86
202212,서울특별시,성북구,지적,심한 장애,1176
202212,서울특별시,성북구,뇌병변,심한 장애,991
202212,서울특별시,성북구,자폐성,심한 장애,272
202212,서울특별시,성북구,정신,심한 장애,634
202212,서울특별시,성북구,신장,심한 장애,612
202212,서울특별시,성북구,심장,심한 장애,26
202212,서울특별시,성북구,호흡기,심한 장애,87
202212,서울특별시,성북구,간,심한 장애,3
202212,서울특별시,성북구,안면,심한 장애,7
202212,서울특별시,성북구,장루.요루,심한 장애,15
202212,서울특별시,성북구,뇌전증,심한 장애,13
202212,서울특별시,성북구,지체,심하지 않은 장애,6199
202212,서울특별시,성북구,시각,심하지 않은 장애,1535
202212,서울특별시,성북구,청각,심하지 않은 장애,2149
202212,서울특별시,성북구,언어,심하지 않은 장애,89
202212,서울특별시,성북구,뇌병변,심하지 않은 장애,796
202212,서울특별시,성북구,정신,심하지 않은 장애,9
202212,서울특별시,성북구,신장,심하지 않은 장애,225
202212,서울특별시,성북구,심장,심하지 않은 장애,10
202212,서울특별시,성북구,호흡기,심하지 않은 장애,10
202212,서울특별시,성북구,간,심하지 않은 장애,123
202212,서울특별시,성북구,안면,심하지 않은 장애,13
202212,서울특별시,성북구,장루.요루,심하지 않은 장애,130
202212,서울특별시,성북구,뇌전증,심하지 않은 장애,36
202212,서울특별시,강북구,지체,심한 장애,1387
202212,서울특별시,강북구,시각,심한 장애,457
202212,서울특별시,강북구,청각,심한 장애,577
202212,서울특별시,강북구,언어,심한 장애,69
202212,서울특별시,강북구,지적,심한 장애,1227
202212,서울특별시,강북구,뇌병변,심한 장애,953
202212,서울특별시,강북구,자폐성,심한 장애,195
202212,서울특별시,강북구,정신,심한 장애,726
202212,서울특별시,강북구,신장,심한 장애,633
202212,서울특별시,강북구,심장,심한 장애,21
202212,서울특별시,강북구,호흡기,심한 장애,97
202212,서울특별시,강북구,간,심한 장애,3
202212,서울특별시,강북구,안면,심한 장애,3
202212,서울특별시,강북구,장루.요루,심한 장애,14
202212,서울특별시,강북구,뇌전증,심한 장애,11
202212,서울특별시,강북구,지체,심하지 않은 장애,5933
202212,서울특별시,강북구,시각,심하지 않은 장애,1441
202212,서울특별시,강북구,청각,심하지 않은 장애,2220
202212,서울특별시,강북구,언어,심하지 않은 장애,79
202212,서울특별시,강북구,뇌병변,심하지 않은 장애,691
202212,서울특별시,강북구,정신,심하지 않은 장애,12
202212,서울특별시,강북구,신장,심하지 않은 장애,144
202212,서울특별시,강북구,심장,심하지 않은 장애,12
202212,서울특별시,강북구,호흡기,심하지 않은 장애,3
202212,서울특별시,강북구,간,심하지 않은 장애,82
202212,서울특별시,강북구,안면,심하지 않은 장애,4
202212,서울특별시,강북구,장루.요루,심하지 않은 장애,120
202212,서울특별시,강북구,뇌전증,심하지 않은 장애,41
202212,서울특별시,도봉구,지체,심한 장애,1084
202212,서울특별시,도봉구,시각,심한 장애,335
202212,서울특별시,도봉구,청각,심한 장애,458
202212,서울특별시,도봉구,언어,심한 장애,44
202212,서울특별시,도봉구,지적,심한 장애,1109
202212,서울특별시,도봉구,뇌병변,심한 장애,870
202212,서울특별시,도봉구,자폐성,심한 장애,210
202212,서울특별시,도봉구,정신,심한 장애,664
202212,서울특별시,도봉구,신장,심한 장애,557
202212,서울특별시,도봉구,심장,심한 장애,28
202212,서울특별시,도봉구,호흡기,심한 장애,60
202212,서울특별시,도봉구,간,심한 장애,4
202212,서울특별시,도봉구,안면,심한 장애,8
202212,서울특별시,도봉구,장루.요루,심한 장애,8
202212,서울특별시,도봉구,뇌전증,심한 장애,11
202212,서울특별시,도봉구,지체,심하지 않은 장애,5337
202212,서울특별시,도봉구,시각,심하지 않은 장애,1265
202212,서울특별시,도봉구,청각,심하지 않은 장애,1906
202212,서울특별시,도봉구,언어,심하지 않은 장애,74
202212,서울특별시,도봉구,뇌병변,심하지 않은 장애,725
202212,서울특별시,도봉구,정신,심하지 않은 장애,8
202212,서울특별시,도봉구,신장,심하지 않은 장애,173
202212,서울특별시,도봉구,심장,심하지 않은 장애,8
202212,서울특별시,도봉구,호흡기,심하지 않은 장애,6
202212,서울특별시,도봉구,간,심하지 않은 장애,94
202212,서울특별시,도봉구,안면,심하지 않은 장애,8
202212,서울특별시,도봉구,장루.요루,심하지 않은 장애,125
202212,서울특별시,도봉구,뇌전증,심하지 않은 장애,28
202212,서울특별시,노원구,지체,심한 장애,2720
202212,서울특별시,노원구,시각,심한 장애,702
202212,서울특별시,노원구,청각,심한 장애,901
202212,서울특별시,노원구,언어,심한 장애,129
202212,서울특별시,노원구,지적,심한 장애,2310
202212,서울특별시,노원구,뇌병변,심한 장애,1708
202212,서울특별시,노원구,자폐성,심한 장애,424
202212,서울특별시,노원구,정신,심한 장애,1457
202212,서울특별시,노원구,신장,심한 장애,865
202212,서울특별시,노원구,심장,심한 장애,73
202212,서울특별시,노원구,호흡기,심한 장애,146
202212,서울특별시,노원구,간,심한 장애,8
202212,서울특별시,노원구,안면,심한 장애,20
202212,서울특별시,노원구,장루.요루,심한 장애,23
202212,서울특별시,노원구,뇌전증,심한 장애,24
202212,서울특별시,노원구,지체,심하지 않은 장애,8382
202212,서울특별시,노원구,시각,심하지 않은 장애,1984
202212,서울특별시,노원구,청각,심하지 않은 장애,2817
202212,서울특별시,노원구,언어,심하지 않은 장애,108
202212,서울특별시,노원구,뇌병변,심하지 않은 장애,973
202212,서울특별시,노원구,정신,심하지 않은 장애,12
202212,서울특별시,노원구,신장,심하지 않은 장애,272
202212,서울특별시,노원구,심장,심하지 않은 장애,11
202212,서울특별시,노원구,호흡기,심하지 않은 장애,1
202212,서울특별시,노원구,간,심하지 않은 장애,111
202212,서울특별시,노원구,안면,심하지 않은 장애,12
202212,서울특별시,노원구,장루.요루,심하지 않은 장애,161
202212,서울특별시,노원구,뇌전증,심하지 않은 장애,78
202212,서울특별시,은평구,지체,심한 장애,1426
202212,서울특별시,은평구,시각,심한 장애,427
202212,서울특별시,은평구,청각,심한 장애,679
202212,서울특별시,은평구,언어,심한 장애,90
202212,서울특별시,은평구,지적,심한 장애,1836
202212,서울특별시,은평구,뇌병변,심한 장애,1283
202212,서울특별시,은평구,자폐성,심한 장애,412
202212,서울특별시,은평구,정신,심한 장애,1120
202212,서울특별시,은평구,신장,심한 장애,720
202212,서울특별시,은평구,심장,심한 장애,44
202212,서울특별시,은평구,호흡기,심한 장애,121
202212,서울특별시,은평구,간,심한 장애,11
202212,서울특별시,은평구,안면,심한 장애,10
202212,서울특별시,은평구,장루.요루,심한 장애,24
202212,서울특별시,은평구,뇌전증,심한 장애,9
202212,서울특별시,은평구,지체,심하지 않은 장애,7323
202212,서울특별시,은평구,시각,심하지 않은 장애,1836
202212,서울특별시,은평구,청각,심하지 않은 장애,2668
202212,서울특별시,은평구,언어,심하지 않은 장애,86
202212,서울특별시,은평구,뇌병변,심하지 않은 장애,908
202212,서울특별시,은평구,정신,심하지 않은 장애,9
202212,서울특별시,은평구,신장,심하지 않은 장애,187
202212,서울특별시,은평구,심장,심하지 않은 장애,10
202212,서울특별시,은평구,호흡기,심하지 않은 장애,6
202212,서울특별시,은평구,간,심하지 않은 장애,154
202212,서울특별시,은평구,안면,심하지 않은 장애,14
202212,서울특별시,은평구,장루.요루,심하지 않은 장애,171
202212,서울특별시,은평구,뇌전증,심하지 않은 장애,57
202212,서울특별시,서대문구,지체,심한 장애,843
202212,서울특별시,서대문구,시각,심한 장애,239
202212,서울특별시,서대문구,청각,심한 장애,381
202212,서울특별시,서대문구,언어,심한 장애,53
202212,서울특별시,서대문구,지적,심한 장애,822
202212,서울특별시,서대문구,뇌병변,심한 장애,711
202212,서울특별시,서대문구,자폐성,심한 장애,201
202212,서울특별시,서대문구,정신,심한 장애,515
202212,서울특별시,서대문구,신장,심한 장애,477
202212,서울특별시,서대문구,심장,심한 장애,22
202212,서울특별시,서대문구,호흡기,심한 장애,46
202212,서울특별시,서대문구,간,심한 장애,2
202212,서울특별시,서대문구,안면,심한 장애,3
202212,서울특별시,서대문구,장루.요루,심한 장애,16
202212,서울특별시,서대문구,뇌전증,심한 장애,9
202212,서울특별시,서대문구,지체,심하지 않은 장애,4276
202212,서울특별시,서대문구,시각,심하지 않은 장애,1035
202212,서울특별시,서대문구,청각,심하지 않은 장애,1514
202212,서울특별시,서대문구,언어,심하지 않은 장애,58
202212,서울특별시,서대문구,뇌병변,심하지 않은 장애,558
202212,서울특별시,서대문구,정신,심하지 않은 장애,3
202212,서울특별시,서대문구,신장,심하지 않은 장애,162
202212,서울특별시,서대문구,심장,심하지 않은 장애,6
202212,서울특별시,서대문구,호흡기,심하지 않은 장애,2
202212,서울특별시,서대문구,간,심하지 않은 장애,106
202212,서울특별시,서대문구,안면,심하지 않은 장애,5
202212,서울특별시,서대문구,장루.요루,심하지 않은 장애,90
202212,서울특별시,서대문구,뇌전증,심하지 않은 장애,22
202212,서울특별시,마포구,지체,심한 장애,1039
202212,서울특별시,마포구,시각,심한 장애,330
202212,서울특별시,마포구,청각,심한 장애,432
202212,서울특별시,마포구,언어,심한 장애,58
202212,서울특별시,마포구,지적,심한 장애,850
202212,서울특별시,마포구,뇌병변,심한 장애,783
202212,서울특별시,마포구,자폐성,심한 장애,245
202212,서울특별시,마포구,정신,심한 장애,504
202212,서울특별시,마포구,신장,심한 장애,482
202212,서울특별시,마포구,심장,심한 장애,21
202212,서울특별시,마포구,호흡기,심한 장애,47
202212,서울특별시,마포구,간,심한 장애,6
202212,서울특별시,마포구,안면,심한 장애,5
202212,서울특별시,마포구,장루.요루,심한 장애,22
202212,서울특별시,마포구,뇌전증,심한 장애,14
202212,서울특별시,마포구,지체,심하지 않은 장애,4215
202212,서울특별시,마포구,시각,심하지 않은 장애,1124
202212,서울특별시,마포구,청각,심하지 않은 장애,1556
202212,서울특별시,마포구,언어,심하지 않은 장애,59
202212,서울특별시,마포구,뇌병변,심하지 않은 장애,560
202212,서울특별시,마포구,정신,심하지 않은 장애,5
202212,서울특별시,마포구,신장,심하지 않은 장애,172
202212,서울특별시,마포구,심장,심하지 않은 장애,9
202212,서울특별시,마포구,호흡기,심하지 않은 장애,4
202212,서울특별시,마포구,간,심하지 않은 장애,83
202212,서울특별시,마포구,안면,심하지 않은 장애,6
202212,서울특별시,마포구,장루.요루,심하지 않은 장애,91
202212,서울특별시,마포구,뇌전증,심하지 않은 장애,24
202212,서울특별시,양천구,지체,심한 장애,1357
202212,서울특별시,양천구,시각,심한 장애,318
202212,서울특별시,양천구,청각,심한 장애,630
202212,서울특별시,양천구,언어,심한 장애,79
202212,서울특별시,양천구,지적,심한 장애,1199
202212,서울특별시,양천구,뇌병변,심한 장애,990
202212,서울특별시,양천구,자폐성,심한 장애,342
202212,서울특별시,양천구,정신,심한 장애,618
202212,서울특별시,양천구,신장,심한 장애,549
202212,서울특별시,양천구,심장,심한 장애,34
202212,서울특별시,양천구,호흡기,심한 장애,89
202212,서울특별시,양천구,간,심한 장애,7
202212,서울특별시,양천구,안면,심한 장애,10
202212,서울특별시,양천구,장루.요루,심한 장애,12
202212,서울특별시,양천구,뇌전증,심한 장애,11
202212,서울특별시,양천구,지체,심하지 않은 장애,6113
202212,서울특별시,양천구,시각,심하지 않은 장애,1396
202212,서울특별시,양천구,청각,심하지 않은 장애,2428
202212,서울특별시,양천구,언어,심하지 않은 장애,67
202212,서울특별시,양천구,뇌병변,심하지 않은 장애,722
202212,서울특별시,양천구,정신,심하지 않은 장애,7
202212,서울특별시,양천구,신장,심하지 않은 장애,210
202212,서울특별시,양천구,심장,심하지 않은 장애,23
202212,서울특별시,양천구,호흡기,심하지 않은 장애,5
202212,서울특별시,양천구,간,심하지 않은 장애,135
202212,서울특별시,양천구,안면,심하지 않은 장애,6
202212,서울특별시,양천구,장루.요루,심하지 않은 장애,123
202212,서울특별시,양천구,뇌전증,심하지 않은 장애,33
202212,서울특별시,강서구,지체,심한 장애,2826
202212,서울특별시,강서구,시각,심한 장애,693
202212,서울특별시,강서구,청각,심한 장애,1081
202212,서울특별시,강서구,언어,심한 장애,116
202212,서울특별시,강서구,지적,심한 장애,2036
202212,서울특별시,강서구,뇌병변,심한 장애,1734
202212,서울특별시,강서구,자폐성,심한 장애,431
202212,서울특별시,강서구,정신,심한 장애,1576
202212,서울특별시,강서구,신장,심한 장애,1006
202212,서울특별시,강서구,심장,심한 장애,49
202212,서울특별시,강서구,호흡기,심한 장애,161
202212,서울특별시,강서구,간,심한 장애,10
202212,서울특별시,강서구,안면,심한 장애,14
202212,서울특별시,강서구,장루.요루,심한 장애,16
202212,서울특별시,강서구,뇌전증,심한 장애,36
202212,서울특별시,강서구,지체,심하지 않은 장애,8824
202212,서울특별시,강서구,시각,심하지 않은 장애,2088
202212,서울특별시,강서구,청각,심하지 않은 장애,3627
202212,서울특별시,강서구,언어,심하지 않은 장애,141
202212,서울특별시,강서구,뇌병변,심하지 않은 장애,1046
202212,서울특별시,강서구,정신,심하지 않은 장애,10
202212,서울특별시,강서구,신장,심하지 않은 장애,332
202212,서울특별시,강서구,심장,심하지 않은 장애,13
202212,서울특별시,강서구,호흡기,심하지 않은 장애,7
202212,서울특별시,강서구,간,심하지 않은 장애,145
202212,서울특별시,강서구,안면,심하지 않은 장애,16
202212,서울특별시,강서구,장루.요루,심하지 않은 장애,174
202212,서울특별시,강서구,뇌전증,심하지 않은 장애,85
202212,서울특별시,구로구,지체,심한 장애,1362
202212,서울특별시,구로구,시각,심한 장애,397
202212,서울특별시,구로구,청각,심한 장애,639
202212,서울특별시,구로구,언어,심한 장애,85
202212,서울특별시,구로구,지적,심한 장애,1256
202212,서울특별시,구로구,뇌병변,심한 장애,959
202212,서울특별시,구로구,자폐성,심한 장애,342
202212,서울특별시,구로구,정신,심한 장애,651
202212,서울특별시,구로구,신장,심한 장애,656
202212,서울특별시,구로구,심장,심한 장애,42
202212,서울특별시,구로구,호흡기,심한 장애,96
202212,서울특별시,구로구,간,심한 장애,5
202212,서울특별시,구로구,안면,심한 장애,11
202212,서울특별시,구로구,장루.요루,심한 장애,12
202212,서울특별시,구로구,뇌전증,심한 장애,16
202212,서울특별시,구로구,지체,심하지 않은 장애,6474
202212,서울특별시,구로구,시각,심하지 않은 장애,1464
202212,서울특별시,구로구,청각,심하지 않은 장애,2703
202212,서울특별시,구로구,언어,심하지 않은 장애,84
202212,서울특별시,구로구,뇌병변,심하지 않은 장애,712
202212,서울특별시,구로구,정신,심하지 않은 장애,9
202212,서울특별시,구로구,신장,심하지 않은 장애,165
202212,서울특별시,구로구,심장,심하지 않은 장애,10
202212,서울특별시,구로구,호흡기,심하지 않은 장애,4
202212,서울특별시,구로구,간,심하지 않은 장애,98
202212,서울특별시,구로구,안면,심하지 않은 장애,18
202212,서울특별시,구로구,장루.요루,심하지 않은 장애,137
202212,서울특별시,구로구,뇌전증,심하지 않은 장애,37
202212,서울특별시,금천구,지체,심한 장애,896
202212,서울특별시,금천구,시각,심한 장애,201
202212,서울특별시,금천구,청각,심한 장애,437
202212,서울특별시,금천구,언어,심한 장애,49
202212,서울특별시,금천구,지적,심한 장애,790
202212,서울특별시,금천구,뇌병변,심한 장애,598
202212,서울특별시,금천구,자폐성,심한 장애,148
202212,서울특별시,금천구,정신,심한 장애,455
202212,서울특별시,금천구,신장,심한 장애,428
202212,서울특별시,금천구,심장,심한 장애,30
202212,서울특별시,금천구,호흡기,심한 장애,54
202212,서울특별시,금천구,간,심한 장애,2
202212,서울특별시,금천구,안면,심한 장애,12
202212,서울특별시,금천구,장루.요루,심한 장애,9
202212,서울특별시,금천구,뇌전증,심한 장애,16
202212,서울특별시,금천구,지체,심하지 않은 장애,4026
202212,서울특별시,금천구,시각,심하지 않은 장애,951
202212,서울특별시,금천구,청각,심하지 않은 장애,1622
202212,서울특별시,금천구,언어,심하지 않은 장애,44
202212,서울특별시,금천구,뇌병변,심하지 않은 장애,514
202212,서울특별시,금천구,정신,심하지 않은 장애,4
202212,서울특별시,금천구,신장,심하지 않은 장애,104
202212,서울특별시,금천구,심장,심하지 않은 장애,5
202212,서울특별시,금천구,호흡기,심하지 않은 장애,2
202212,서울특별시,금천구,간,심하지 않은 장애,54
202212,서울특별시,금천구,안면,심하지 않은 장애,6
202212,서울특별시,금천구,장루.요루,심하지 않은 장애,80
202212,서울특별시,금천구,뇌전증,심하지 않은 장애,25
202212,서울특별시,영등포구,지체,심한 장애,1070
202212,서울특별시,영등포구,시각,심한 장애,283
202212,서울특별시,영등포구,청각,심한 장애,454
202212,서울특별시,영등포구,언어,심한 장애,59
202212,서울특별시,영등포구,지적,심한 장애,878
202212,서울특별시,영등포구,뇌병변,심한 장애,733
202212,서울특별시,영등포구,자폐성,심한 장애,258
202212,서울특별시,영등포구,정신,심한 장애,454
202212,서울특별시,영등포구,신장,심한 장애,563
202212,서울특별시,영등포구,심장,심한 장애,31
202212,서울특별시,영등포구,호흡기,심한 장애,67
202212,서울특별시,영등포구,간,심한 장애,5
202212,서울특별시,영등포구,안면,심한 장애,7
202212,서울특별시,영등포구,장루.요루,심한 장애,8
